"plot","treeNum","DBH_cm","height_m","species","dOut_m","dSideR_m","dSideL_m","notes","percentLive","plotNum"
35,115,22.9,10,"CADE",28.9,3.6,NA,NA,0,30
35,116,15.3,6,"CADE",30,5.5,NA,"leaning, SD",0,30
35,117,1.2,2,"QUCH",29.9,9.1,NA,NA,89,30
35,118,0,1.2,"CADE",32.9,8.9,NA,NA,97,30
35,119,5,3,"ABCO",30.8,1.4,NA,NA,99,30
35,120,8.8,5,"ABCO",32.2,3.9,NA,NA,100,30
35,121,10.8,8,"ABCO",32.9,0.3,NA,NA,97,30
35,122,6.5,4.4,"ABCO",33.4,1.8,NA,"suppression",98,30
35,123,5.7,4.4,"ABCO",33.8,3.3,NA,NA,99,30
35,124,6,4.7,"ABCO",34.8,0.3,NA,NA,99,30
35,125,10.5,5,"CADE",34.2,6.4,NA,NA,96,30
35,126,5.4,4.6,"ABCO",34.85,3.1,NA,NA,97,30
35,127,22.8,6.5,"CADE",34.8,4.5,NA,"BTOP",0,30
35,128,32.7,18.1,"CADE",34.8,4.9,NA,"multiple leaders",95,30
35,129,8.1,5,"ABCO",35.8,3,NA,NA,96,30
35,130,4.5,4,"ABCO",35.7,0.8,NA,NA,98,30
35,131,5.6,5,"ABCO",36,0.4,NA,NA,97,30
35,132,33.9,14.7,"CADE",36.4,0.1,NA,"SD",0,30
35,133,6.1,5.1,"ABCO",36.8,0.5,NA,NA,99,30
35,134,0.6,1.5,"ABCO",34.4,8.6,NA,NA,100,30
35,135,2.4,2,"ABCO",35,7.5,NA,NA,99,30
35,136,5.5,3,"CADE",35.6,7.9,NA,"SD",0,30
35,137,0.3,1.4,"ABCO",35.7,8.3,NA,NA,99,30
35,138,0.5,1.5,"ABCO",36,7.3,NA,NA,99,30
35,139,1.8,1.9,"ABCO",36.1,8,NA,NA,98,30
35,140,0.5,1.6,"ABCO",36.7,8,NA,"mech; BTOP; weird",98,30
35,141,28.2,14.3,"CADE",37.3,8.4,NA,"SD",0,30
35,142,1.5,2.1,"ABCO",37.3,7.3,NA,NA,99,30
35,143,0.9,1.7,"ABCO",37.3,7,NA,NA,99,30
35,144,5.5,4,"ABCO",36.4,7,NA,NA,99,30
35,145,3.3,2.1,"ABCO",36.5,6.9,NA,NA,95,30
35,146,11.6,6,"CADE",37.9,3.5,NA,NA,98,30
35,147,0,1.3,"ABCO",38.5,3.3,NA,NA,98,30
35,148,0.3,1.4,"ABCO",39.3,4.4,NA,NA,99,30
35,149,0,1.3,"ABCO",38.6,5.2,NA,NA,99,30
35,150,0,1.3,"ABCO",39.9,0.5,NA,NA,99,30
35,151,0.8,1.6,"ABCO",40.4,0.8,NA,NA,99,30
35,152,0.3,1.4,"ABCO",41.2,5.4,NA,NA,98,30
35,153,1.9,2,"ABCO",39.9,7.8,NA,NA,98,30
35,154,0,1.3,"ABCO",38.9,8.3,NA,NA,100,30
35,155,0.6,1.5,"ABCO",38.4,8.4,NA,NA,100,30
35,156,1.4,1.7,"ABCO",37.8,8.4,NA,"leaning, crook",99,30
35,157,2.3,2.1,"ABCO",49.8,0.8,NA,"flaglets",92,30
35,158,11.5,7.9,"ABCO",49.4,9,NA,"SD",0,30
35,159,33.6,17.4,"CADE",49,2.1,NA,NA,97,30
35,160,2.1,2,"ABCO",48.8,8.7,NA,NA,96,30
35,161,5.9,4.2,"ABCO",48.7,1.1,NA,NA,98,30
35,162,9,4.2,"CADE",47.7,2.3,NA,"SD",0,30
35,163,7.4,4.3,"CADE",47.4,2.7,NA,NA,97,30
35,164,16.7,8.6,"ABCO",47.2,2.9,NA,NA,98,30
35,165,0,1.36,"CADE",46.2,3.9,NA,"mech",0,30
35,166,11,6.7,"CADE",46.1,4.6,NA,NA,98,30
35,167,0.2,1.37,"ABCO",45.7,4.2,NA,"SD",0,30
35,168,0.7,1.5,"ABCO",45.4,4.7,NA,NA,94,30
35,169,19.3,12.4,"CADE",45.7,6.3,NA,NA,98,30
35,170,8.7,6.8,"ABCO",45.2,6.7,NA,NA,99,30
35,171,4.5,4.2,"ABCO",44.5,6.6,NA,NA,99,30
35,172,10.1,4.9,"CADE",44.7,6.7,NA,"SD",0,30
35,173,0,1.05,"ABCO",44.3,8,NA,NA,97,30
35,174,6.4,3.9,"ABCO",44.2,9.7,NA,"SD",0,30
35,175,3.1,2.9,"ABCO",44.25,5.8,NA,NA,98,30
35,176,12,4,"CADE",43.9,0.2,NA,"flagets",98,30
35,177,0,1.2,"ABCO",43.1,7.7,NA,"very crooked",99,30
35,178,2.7,2.3,"ABCO",42.9,8.2,NA,"old DT",98,30
35,179,3.1,2.9,"ABCO",42.6,8.4,NA,NA,99,30
35,180,2.2,2,"ABCO",42.4,9.2,NA,NA,96,30
35,181,1.6,2.1,"ABCO",42.1,8.2,NA,"split below DBH",99,30
35,182,1.4,2.1,"ABCO",42.1,8.2,NA,"split below DBH",99,30
35,183,0,1.1,"ABCO",42,6.3,NA,NA,100,30
35,184,5.4,4.4,"ABCO",41.7,8.7,NA,NA,98,30
35,185,1.5,2.4,"ABCO",41.3,9.7,NA,"DT split",98,30
35,186,1.5,2.3,"ABCO",41.3,9.7,NA,"DT split",98,30
35,187,0.9,1.7,"ABCO",40.7,9,NA,NA,99,30
35,188,13.1,7.8,"CADE",0.5,NA,"-7.3","flaglets, MD",96,30
35,189,0,1.3,"CADE",1.2,NA,"-6.5","old DT, crooked",97,30
35,190,0.3,1.4,"CADE",1.1,NA,"-1.8","healthy",96,30
35,191,0.4,1.4,"CADE",1.8,NA,"-2.3","flaglet, healthy",98,30
35,192,7.8,5.8,"ABCO",1.95,NA,"-10.2","healthy",98,30
35,193,21.5,6.5,"CADE",3.2,NA,"-4.58","mech dam, canopy 1/2",0,30
35,194,0.8,1.4,"ABCO",4.2,NA,"-8.5","healthy",98,30
35,195,6.5,2.3,"CADE",3.1,NA,"-3.14","SD, leaning",0,30
35,196,15.9,8.76,"CADE",2.9,NA,"-0.75","flaglets",98,30
35,197,15.2,4.8,"CADE",3.1,NA,"-0.37","sparse, only 10% of canopy remain flaglets",80,30
35,198,0.8,2.6,"CADE",3.1,NA,"-1.1","SD",0,30
35,199,14.9,10.5,"ABCO",4.7,NA,"-8.5","healthy",100,30
35,200,77,43.6,"PIPO",4.1,NA,"-4.63","pitch tubes",98,30
35,201,1.9,2.3,"ABCO",5.2,NA,"-2.47","healthy",100,30
35,202,0.4,1.73,"ABCO",5,NA,"-6.75","healthy",100,30
35,203,3.7,2.7,"CADE",6,NA,"0","flag/ flaglets",95,30
35,204,5.2,2.9,"CADE",6.7,NA,"-9.2","SD",0,30
35,205,0.7,1.5,"ABCO",6.7,NA,"-9","crooked",98,30
35,206,0,1.05,"CADE",6.8,NA,"-4.2","SD",0,30
35,207,0.7,1.4,"CADE",7.4,NA,"-1.2","SD, lean",0,30
35,208,2.5,2,"CADE",7.6,NA,"-3.05","healthy",95,30
35,209,2.3,2,"CADE",7.7,NA,"-4.55","crooked",90,30
35,210,7.3,5.2,"ABCO",8.1,NA,"-2.65","healthy",100,30
35,211,7,2.1,"CADE",9,NA,"-9.3","SD, chopped, mech damage",0,30
35,212,50.3,24.4,"CADE",9.4,NA,"-6.3","2 leaders",94,30
35,213,1.1,1.8,"CADE",9.7,NA,"-2.6","healthy, flaglets",93,30
35,214,2,2.15,"ABCO",9.7,NA,"-1.8","healthy",98,30
35,215,3,2.45,"ABCO",9.6,NA,"-3.15","healthy",100,30
35,216,1.8,1.9,"CADE",9.9,NA,"-3.45","healthy",95,30
35,217,2,2,"ABCO",10.3,NA,"-2.3","healthy",99,30
35,218,0,1.3,"ABCO",10.1,NA,"-0.45","healthy",100,30
35,219,1,2.1,"ABCO",10.7,NA,"-0.55","healthy",100,30
35,220,10.6,5.2,"CADE",11,NA,"-1.1","flaglets",95,30
35,221,1.6,2,"ABCO",10.7,NA,"-2.2","healthy",99,30
35,222,1.9,2.2,"ABCO",11.4,NA,"-2.5","healthy",99,30
35,223,1.3,2.2,"ABCO",11.4,NA,"-1.55","healthy",99,30
35,224,2.1,2.4,"ABCO",11.4,NA,"-2.1","healthy",99,30
35,225,2.9,2.6,"ABCO",11.55,NA,"-1.4","healthy",99,30
35,226,3.6,2.8,"ABCO",11.6,NA,"-6.6","black lichen/ fungus",98,30
35,227,4.1,2.9,"ABCO",11.4,NA,"-8.1","crooked",98,30
35,228,3.1,2.5,"CADE",11.6,NA,"-8.1","SD",0,30
35,229,5.5,2.6,"CADE",11.8,NA,"-7.1","SD, lean",0,30
35,230,0.3,1.4,"CADE",12.1,NA,"-4","healthy",100,30
35,231,0.7,1.5,"ABCO",12.6,NA,"-1.8","healthy",100,30
35,232,3.3,2.6,"ABCO",13.6,NA,"-1.5","healthy",99,30
35,233,4.8,3.2,"ABCO",13.95,NA,"-2.43","healthy",99,30
35,234,1.2,2.15,"ABCO",12.87,NA,"-0.32","healthy",100,30
35,235,0,1.3,"ABCO",14.14,NA,"-1.3","healthy",99,30
35,236,2.7,2.4,"ABCO",14.6,NA,"-1.8","healthy",99,30
35,237,25.1,11.7,"CADE",14.8,NA,"-0.66","SD",0,30
35,238,3.8,3,"ABCO",15.3,NA,"-2.4","healthy",100,30
35,239,4.8,3.4,"ABCO",15.1,NA,"-1.1","healthy",100,30
35,240,3.2,2.55,"ABCO",15.1,NA,"-1.8","crooked",98,30
35,241,0.1,1.37,"ABCO",15.2,NA,"-0.65","healthy",100,30
35,242,2.2,1.38,"ABCO",15.8,NA,"-1.7","healthy",99,30
35,243,0,1.3,"ABCO",16.1,NA,"-1.5","healthy",100,30
35,244,4.7,3.4,"ABCO",16.2,NA,"-0.48","healthy",99,30
35,245,6.4,5,"CADE",16.8,NA,"-9.8","SD",0,30
35,246,14.3,8.2,"CADE",17.1,NA,"-10","healthy",98,30
35,247,3.7,2.7,"ABCO",18.7,NA,"-9.8","healthy",99,30
35,248,9.6,4.3,"CADE",18.6,NA,"-8","SD",0,30
35,249,9.8,5.4,"CADE",17.2,NA,"-5.9","flaglets",95,30
35,250,3.2,2.6,"ABCO",18.9,NA,"-0.4","healthy",99,30
35,251,1.4,2,"ABCO",19.15,NA,"-0.3","flaglets, mech damage",93,30
35,252,2.1,2.3,"ABCO",20.2,NA,"-0.8","healthy",98,30
35,253,30.5,22.2,"ABCO",21.8,NA,"-2.2","flaglets",95,30
35,254,10.5,5.1,"CADE",22.5,NA,"-3.6","SD",0,30
35,255,2.1,2,"ABCO",22.7,NA,"-6.9","black lichen/ fungus",98,30
35,256,35.7,23.4,"CADE",22.9,NA,"-6.8","healthy",98,30
35,257,14,7.6,"CADE",23.2,NA,"-2.9","leaning, SD",0,30
35,258,5.5,3.4,"CADE",23.3,NA,"-2.2","SD, lean, broken top",0,30
35,259,33,27.8,"ABCO",24.2,NA,"-4.3","healthy",99,30
35,260,9.8,5.9,"CADE",23.9,NA,"-4.5","SD, lean",0,30
35,261,49.4,4.3,"ABCO",25.4,NA,"-4.8","SD, chopped, mech dam",0,30
35,262,58,38.3,"PIPO",25.9,NA,"-4.1","healthy",98,30
35,263,2.9,2.3,"CADE",25.3,NA,"-4.2","SD",0,30
35,264,2.1,2.1,"CADE",25.5,NA,"-6.7","crushed under log",98,30
35,265,38.7,29.5,"PIPO",26,NA,"-0.6","flaglets",94,30
35,266,15.7,9.4,"CADE",26.7,NA,"-0.1","SD",0,30
35,267,14,7.6,"CADE",26.9,NA,"-2.8","SD",0,30
35,268,56.1,14.5,"ABCO",28.6,NA,"-7.3","SD",0,30
35,269,47,5.5,"ABCO",29.9,NA,"-9.2","broken top, cool mushroom",0,30
35,270,79.7,46.9,"PIPO",31.2,NA,"-6.5","flaglets",92,30
35,271,0.4,1.4,"CADE",29.3,NA,"-4.1","healthy",99,30
35,272,0,1.36,"CADE",30.1,NA,"-4.3","healthy",98,30
35,273,0.9,1.8,"ABCO",30.2,NA,"-3.5","healthy",97,30
35,274,36.5,2.5,"CADE",30.5,NA,"-4.2","SD, chopped, mech damage",0,30
35,275,0,1.3,"ABCO",30.7,NA,"-3.5","healthy",100,30
35,276,0.2,1.37,"ABCO",30.1,NA,"-1.75","healthy",100,30
35,277,0,1.2,"ABCO",31.2,NA,"-1.53","healthy",99,30
35,278,1.6,1.9,"ABCO",31.9,NA,"-4.4","healthy",99,30
35,279,3.2,2.4,"ABCO",32.6,NA,"-3.76","healthy",99,30
35,280,5.6,3.4,"CADE",32,NA,"-0.4","SD",0,30
35,281,0,1.3,"ABCO",33.1,NA,"-2.77","healthy",100,30
35,282,0.9,1.7,"ABCO",33.4,NA,"-1.2","healthy",100,30
35,283,0,1.1,"ABCO",33.6,NA,"-5","healthy",98,30
35,284,1.5,1.8,"ABCO",33.7,NA,"-1.8","healthy",99,30
35,285,3.1,2.5,"ABCO",33.8,NA,"-4.4","healthy",99,30
35,286,0,1.3,"ABCO",34.4,NA,"-2.1","healthy",100,30
35,287,1.1,1.9,"ABCO",34.7,NA,"-6","healthy",100,30
35,288,0,1.34,"ABCO",34.8,NA,"-4.85","healthy",96,30
35,289,0.5,1.5,"ABCO",34.8,NA,"-5.3","healthy",98,30
35,290,0.3,1.55,"ABCO",34.8,NA,"-1.4","healthy",99,30
35,291,1.4,1.9,"ABCO",34.6,NA,"-3.2",NA,98,30
35,292,0,1.35,"ABCO",35,NA,"-2.35",NA,96,30
35,293,1.7,2.2,"ABCO",35.4,NA,"-0.4",NA,99,30
35,294,2.5,3,"ABCO",35.4,NA,"-0.85",NA,99,30
35,295,0,1.1,"ABCO",35.5,NA,"-3.6",NA,99,30
35,296,0,1.1,"ABCO",35.9,NA,"-6.7",NA,98,30
35,297,0.8,1.4,"ABCO",36,NA,"-6.9","crooked",98,30
35,298,0.4,1.38,"ABCO",36.1,NA,"-7.2",NA,96,30
35,299,3.7,3.4,"ABCO",36,NA,"-1.7",NA,100,30
35,300,3.2,2.8,"ABCO",35.9,NA,"-2.34",NA,99,30
35,301,1.5,2.2,"ABCO",36,NA,"-0.8","crooked",98,30
35,302,1.1,1.9,"ABCO",36.5,NA,"-6.2",NA,94,30
35,303,1.3,4.8,"CADE",36.8,NA,"-5.6","SD",0,30
35,304,0,1.3,"ABCO",36.9,NA,"-3.2",NA,99,30
35,305,1.6,1.8,"ABCO",36.6,NA,"-1.4",NA,99,30
35,306,1.1,1.8,"ABCO",36.05,NA,"-0.45",NA,98,30
35,307,0,1.1,"ABCO",37.1,NA,"-3.8","lean under fallen tree",95,30
35,308,0.8,1.4,"ABCO",37.1,NA,"-5.9",NA,95,30
35,309,0.2,1.37,"ABCO",37.3,NA,"-6.6",NA,98,30
35,310,3.6,3.5,"ABCO",37,NA,"-2.75",NA,99,30
35,311,1.2,1.65,"ABCO",37.2,NA,"-1.4",NA,98,30
35,312,0.6,1.6,"ABCO",37.4,NA,"-2.1","SD, lean",0,30
35,313,0,1.3,"ABCO",37.8,NA,"-1.13",NA,98,30
35,314,3,2.4,"ABCO",38,NA,"-1.65",NA,99,30
35,315,1.6,2,"ABCO",38.4,NA,"-3.5",NA,96,30
35,316,37.5,20.9,"CADE",38.6,NA,"-1.3",NA,98,30
35,317,0,1.35,"ABCO",38.9,NA,"-0.9",NA,99,30
35,318,1.8,2.3,"ABCO",39.3,NA,"-3.3",NA,95,30
35,319,5.8,3.5,"ABCO",39.7,NA,"-4.2","abgr, swelling, pitching",96,30
35,320,5.3,3.4,"ABCO",40.2,NA,"-5",NA,100,30
35,321,0,1.25,"ABCO",40.5,NA,"-2.9",NA,100,30
35,322,25.5,20.9,"ABCO",44.9,NA,"-7",NA,98,30
35,323,10.5,5.4,"CADE",46.6,NA,"-5.7","SD",0,30
35,324,2.4,2,"CADE",47,NA,"-3.7",NA,92,30
35,325,1.5,1.9,"CADE",47.1,NA,"-3.3",NA,98,30
35,326,27.7,12.2,"CADE",47.5,NA,"-2.8","SD",0,30
35,327,8,4.8,"CADE",48.2,NA,"-7.6","SD",0,30
35,328,17.1,9.7,"CADE",48.4,NA,"-9.4",NA,97,30
35,329,1.4,1.7,"ABCO",49.1,NA,"-7.8","SD",0,30
35,330,22.8,15.1,"ABCO",48.9,NA,"-7.6",NA,98,30
35,331,2.8,1.38,"ABCO",48.5,NA,"-3.2","SD",0,30
35,332,0,1.1,"ABCO",48.7,NA,"-3.1",NA,97,30
35,333,3.3,3.2,"ABCO",49.1,NA,"-5.6","2 leaders",96,30
35,334,4,3.3,"ABCO",50,NA,"-4.1",NA,96,30
35,335,0,1.3,"ABCO",49.8,NA,"-2.65",NA,99,30
35,336,8.8,4.8,"CADE",49.8,NA,"-1.75",NA,96,30
35,337,2.2,2.4,"ABCO",49.7,NA,"-3.1",NA,96,30
35,338,2.8,2.9,"ABCO",49.9,NA,"-2",NA,98,30
36,1,0.8,1.5,"CADE",0.4,NA,"-0.7","flaglet",99,31
36,2,0,1.1,"ABCO",0.4,NA,"-1.9","healthy",100,31
36,3,3.3,2.4,"CADE",0.8,NA,"-3.4","flaglet, mech",99,31
36,4,2.1,2.2,"CADE",0.6,NA,"-3.8","flaglet",99,31
36,5,0,1,"CADE",0.62,NA,"-1.8","healthy",100,31
36,6,0,1,"CADE",0.8,NA,"-2.1","healthy",99,31
36,7,0,1.1,"CADE",1.3,NA,"-1.5","healthy",100,31
36,8,0,1.3,"CADE",3,NA,"-0.6","2 leaders, broken top 2 new leaders",99,31
36,9,2,2,"ABCO",3.05,NA,"-2.3","healthy",99,31
36,10,5.6,3.1,"CADE",3.03,NA,"-3.1","lots of flaglets",95,31
36,11,1.1,1.7,"CADE",4.05,NA,"-2","flaglets",98,31
36,12,0,1.3,"CADE",3.9,NA,"-2.4","healthy",100,31
36,13,0,1.3,"CADE",4.1,NA,"-2.42","healthy, mech",99,31
36,14,0.5,1.5,"CADE",4.85,NA,"-1.1","mech",99,31
36,15,6.2,4,"CADE",5.9,NA,"-2.1","flaglets, dark bole",97,31
36,16,1.9,2.2,"ABCO",5.1,NA,"-3","healthy",99,31
36,17,4.2,2.2,"CADE",5.2,NA,"-4.1","SD",0,31
36,18,3.2,2.5,"CADE",5.5,NA,"-4.2","healthy",99,31
36,19,0,1.35,"ABCO",5.9,NA,"-1.1","healthy",100,31
36,20,0,1.2,"ABCO",6.45,NA,"-1.1","healthy",99,31
36,21,3.3,2.5,"CADE",7.1,NA,"-1.5","flaglets",98,31
36,22,0,1.3,"CADE",7.8,NA,"-1.3","healthy",99,31
36,23,0.9,1.7,"CADE",8.4,NA,"-2.9","mech",99,31
36,24,7.6,4.4,"CADE",7.3,NA,"-3","mech, dark bole, flaglets, WF",95,31
36,25,1.7,1.6,"ABCO",8.3,NA,"-3.7","mech",99,31
36,26,6.3,3.4,"CADE",9.4,NA,"-4.1","flaglets, darkened bole",96,31
36,27,0,1.2,"CADE",9.9,NA,"-3","flaglet",99,31
36,28,3.7,3.6,"ABCO",10.3,NA,"-3.7","healthy",99,31
36,29,5.6,2.9,"CADE",15.6,NA,"-2.2","mech, flaglets",97,31
36,30,0,1.3,"ABCO",15.2,NA,"-4.6","healthy",99,31
36,31,1.5,2.3,"QUWI",15.8,NA,"-3.8","healthy",99,31
36,32,3.1,2.4,"CADE",16,NA,"-3.1","flaglets",98,31
36,33,1.6,2.1,"ABCO",16.9,NA,"-1.7","healthy",99,31
36,34,2.9,2.3,"CADE",18.1,NA,"-1.1","flag",98,31
36,35,2.5,3.2,"ABCO",18.2,NA,"-1.9","broken top, 2 leaders",99,31
36,36,2.6,3.1,"CADE",19.1,NA,"-1.85","darken bole",99,31
36,37,2.4,1.7,"ABCO",19.6,NA,"-2.05","mech, broken top",99,31
36,38,2.3,1.9,"ABCO",20.4,NA,"-2.06","flaglet",98,31
36,39,0.7,1.5,"ABCO",20.5,NA,"-2.07","healthy",99,31
36,40,3.3,2.6,"CADE",20.9,NA,"-2.3","mech, flaglets",99,31
36,41,0,1.1,"ABCO",21.3,NA,"-2.2","thin",99,31
36,42,0,1.2,"ABCO",21.4,NA,"-3.5","healthy",100,31
36,43,0.4,1.4,"ABCO",21.6,NA,"-1.4","broken top, mech, flag",97,31
36,44,3.3,2.4,"ABCO",22.9,NA,"-4.1","mech",99,31
36,45,3.1,2.2,"CADE",23.8,NA,"-4.7","healthy, flaglet",98,31
36,46,1.4,2.1,"ABCO",24.1,NA,"-1.6","2 leaders, mech",99,31
36,47,0.8,1.5,"ABCO",24.2,NA,"-0.9","2 leaders, mech, rodent chew",99,31
36,48,0,1,"ABCO",24.25,NA,"-0.85","healthy",100,31
36,49,0,1.2,"ABCO",24.7,NA,"-4.3","healthy",100,31
36,50,2.4,2.3,"ABCO",24.9,NA,"-3.4","mech",99,31
36,51,3.2,2.4,"ABCO",25,NA,"-0.8","mech",99,31
36,52,0,1,"ABCO",25,NA,"-0.5","flaglets, mech",99,31
36,53,7.4,2.3,"CADE",26.3,NA,"-4.2","broken top, mech, flaglets, WF",97,31
36,54,5.1,2.8,"CADE",26.8,NA,"-3.8","flaglets, mech",97,31
36,55,3.3,2.6,"ABCO",27,NA,"-2.8","thinning, snow mold",98,31
36,56,6,3.3,"CADE",27.4,NA,"-4.6","flaglets",96,31
36,57,0.6,1.7,"ABCO",27.9,NA,"-3.5","1 flaglet",99,31
36,58,7.1,4.4,"CADE",27.9,NA,"-2.3","flaglets",98,31
36,59,3.1,2.5,"ABCO",30.8,NA,"-4.2","healthy",100,31
36,60,1.9,2.1,"ABCO",31.3,NA,"-0.2","mech damage",99,31
36,61,0.9,1.5,"QUWI",31.8,NA,"-2.6","flaglets",99,31
36,62,3.1,2.6,"CADE",31.8,NA,"-0.25","flaglets",99,31
36,63,4.9,2.1,"CADE",32.7,NA,"-0.9","broken top, flaglets",98,31
36,64,6.1,3.2,"CADE",32.95,NA,"-2.6","flaglets",99,31
36,65,0.9,1.7,"CADE",33.1,NA,"-2.9","lean, abgr, flaglets",99,31
36,66,4.4,3.4,"CADE",35.9,NA,"-2.3","mech, broken top, new leader",96,31
36,67,2.7,2.2,"CADE",35.9,NA,"-4.7","mech, flag",98,31
36,68,3.2,2.4,"CADE",36.1,NA,"-4.7","mech, flaglets",99,31
36,69,2.9,1.8,"CADE",37,NA,"-3.3","broken top, new leader, flaglet",99,31
36,70,59.9,5,"ABCO",40.8,NA,"-1.4","SD",0,31
36,71,0,1.2,"ABCO",41.3,NA,"-2.2","flaglet",99,31
36,72,0.9,1.7,"CADE",44.7,NA,"-4.6","broken top, mech, new leader, flag",97,31
36,73,64.8,6,"PIPO",45.6,NA,"-1.9","SD, pitch tubes DEPO and DEVA, broken",0,31
36,74,71.7,5.9,"PIPO",47.85,NA,"-5","SD, DEPO pitch tubes, broken, wood peckers, exit holes, wood borers",0,31
36,75,3.7,2,"CADE",50,NA,"-0.8","lean, mech, flaglets",98,31
36,76,0,1.1,"ABCO",49.4,2.1,NA,"mech, new leader, broken top",99,31
36,77,69,28.1,"CADE",46.6,3.55,NA,"thinning, 1m FS, flaglets",97,31
36,78,3.7,1.9,"CADE",37.9,2.2,NA,"broken top, mech, flaglets",97,31
36,79,25.3,7.1,"CADE",37.7,1.4,NA,"SD, broken",0,31
36,80,0.4,1.4,"ABCO",35.1,4.1,NA,"flaglet",99,31
36,81,4.96,2.9,"CADE",32.4,3.4,NA,"mech wounds, fresh pitch, flaglets",98,31
36,82,3.07,2.6,"ABCO",30.8,3.8,NA,"mech, old pitch",100,31
36,83,0.97,1.5,"CADE",29.9,3.1,NA,"2 leaders (1 broken), mech, flaglet",99,31
36,84,0.09,1.4,"ABCO",29.1,4.2,NA,"big lean, mech, flaglet",99,31
36,85,0,1.36,"ABCO",28.6,4.8,NA,"mech, chewing",100,31
36,86,1.49,1.8,"CADE",26.8,2.1,NA,"lean, flaglets",99,31
36,87,0.065,1.4,"ABCO",26.7,3.4,NA,"broken top, mech",100,31
36,88,4,2.4,"CADE",25.6,4.2,NA,"mech, 1 flag",97,31
36,89,1.55,1.56,"ABCO",24.2,4.2,NA,"leaning, cones, mech, some brown needles",99,31
36,90,0,1.2,"ABCO",25.6,3.1,NA,"mech",100,31
36,91,0,1.3,"ABCO",22.1,1.7,NA,"flaglets",99,31
36,92,1.7,1.6,"CADE",22.05,2.2,NA,"mech, flaglets",98,31
36,93,0.052,1.4,"ABCO",21.6,4.6,NA,"flag",95,31
36,94,0.012,1.4,"CADE",19.9,4.9,NA,"flaglets, mech",98,31
36,95,20.5,10.6,"CADE",21.2,0.5,NA,"flaglets, thin canopy",85,31
36,96,0.107,1.45,"ABCO",14.1,4.8,NA,"brown needles",99,31
36,97,27,4.9,"CADE",13.2,2.8,NA,"SD, broken",0,31
36,98,0.7,1.5,"CADE",6.7,0.5,NA,"mech",99,31
36,99,0,1.37,"CADE",6.7,1,NA,"mech, broken top, new leader",99,31
36,100,0,1.3,"CADE",3.2,0.9,NA,"flaglet, mech",99,31
36,101,1.2,1.6,"ABCO",2.9,0.2,NA,"broken top",99,31
37,1,1.6,1.7,"CADE",1.1,1.6,NA,NA,92,32
37,2,4.1,2.5,"PIPO",1.8,0.9,NA,NA,95,32
37,3,3.5,3,"PIPO",1.8,NA,"-2","2 flags",90,32
37,4,1.3,1.7,"CADE",3.1,3.6,NA,NA,97,32
37,5,2.7,2.2,"PIPO",3.6,3.1,NA,NA,97,32
37,6,1.6,1.9,"CADE",4,1.5,NA,NA,96,32
37,7,0,1.3,"CADE",6.2,NA,"-0.6",NA,96,32
37,8,50.6,19.9,"CADE",6.6,0.7,NA,"fire scar 10m",0,32
37,9,80.3,35.1,"ABCO",7.5,NA,"-3.2","fire scar 8.3m",98,32
37,10,0,1.35,"CADE",5.3,NA,"-4.9",NA,95,32
37,11,1.4,1.6,"PIPO",7.4,NA,"-4.6",NA,96,32
37,12,2.5,2.2,"PIPO",8,NA,"-0.01",NA,96,32
37,13,0.1,1.4,"CADE",10,0.3,NA,NA,98,32
37,14,71,23.3,"PSME",10.4,2.5,NA,"fire scar 12.2m",0,32
37,15,60.2,26.7,"PSME",14.4,1.5,NA,"fire scar 13.6m",0,32
37,16,0.1,1.4,"CADE",9.8,NA,"-0.6",NA,94,32
37,17,1.9,1.8,"PIPO",10.4,NA,"-0.5",NA,97,32
37,18,2.7,1.8,"PIPO",10.5,NA,"-0.7",NA,97,32
37,19,1.9,1.9,"PIPO",10.5,NA,"-3.2",NA,97,32
37,20,0.7,1.5,"PIPO",12.1,NA,"-0.3",NA,96,32
37,21,2.4,2.1,"PIPO",12.4,0.01,NA,NA,97,32
37,22,2.7,2.3,"PIPO",12.8,0.2,NA,NA,96,32
37,23,0.6,1.6,"CADE",13.5,NA,"-0.5",NA,88,32
37,24,2.1,2,"PIPO",11.6,0.7,NA,NA,96,32
37,25,0.3,1.5,"CADE",11.7,1,NA,NA,87,32
37,26,1,1.6,"CADE",12.4,0.4,NA,NA,95,32
37,27,0,1.35,"CADE",12.4,0.7,NA,NA,97,32
37,28,0.3,1.5,"CADE",12.5,0.2,NA,NA,96,32
37,29,1.1,1.6,"CADE",12.6,0.6,NA,NA,97,32
37,30,0,1.1,"CADE",13.2,2.3,NA,NA,94,32
37,31,0.5,1.5,"CADE",13.6,2.1,NA,NA,95,32
37,32,2.2,2.1,"PIPO",13.9,4.7,NA,NA,99,32
37,33,0,1,"CADE",14.3,1,NA,NA,98,32
37,34,2.6,2.3,"PIPO",15,2.6,NA,NA,97,32
37,35,1.2,1.7,"CADE",14.1,NA,"-1.7",NA,96,32
37,36,0.1,1.5,"CADE",14.6,NA,"-1.7",NA,94,32
37,37,6.3,3.2,"PIPO",15,NA,"-1.5",NA,98,32
37,38,0,1.3,"CADE",14.9,NA,"-4.6",NA,96,32
37,39,1.6,1.7,"CADE",15.4,NA,"-1.4",NA,94,32
37,40,0.2,1.5,"CADE",17.1,1.1,NA,NA,95,32
